Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,KEGG_2019_Mouse__TGF-beta signaling pathway,0.5322216069737215,1.0784552203586895,3.174905e-01,1.000000e+00,1.000000e+00,14/90,11.93%,Gdf6;Hamp2;Hamp;Bmp8a;Gdf7;Tnf;Pitx2;Bmp6;Bmp4;Amhr2;Ppp2cb;Bmp7;Gdf5;Smad6
prerank,KEGG_2019_Mouse__Wnt signaling pathway,-0.4989657180390735,-1.0782760495109776,2.792969e-01,1.000000e+00,1.000000e+00,5/158,3.77%,Rspo4;Mmp7;Cer1;Wnt1;Fosl1
prerank,KEGG_2019_Mouse__Metabolism of xenobiotics by cytochrome P450,0.5549621130505966,1.0757950160822085,3.300000e-01,1.000000e+00,1.000000e+00,15/66,11.80%,Aldh3b3;Gsta1;Cyp1a1;Ugt1a1;Cyp2e1;Aldh1a3;Gstm6;Gsta3;Gstt3;Gstm2;Ugt1a6b;Cyp2f2;Gstp2;Gstt1;Ephx1
prerank,KEGG_2019_Mouse__Glutamatergic synapse,-0.5183837517375643,-1.0749949789866082,2.923977e-01,1.000000e+00,1.000000e+00,3/113,2.06%,Gngt1;Pla2g4f;Pla2g4d
prerank,KEGG_2019_Mouse__Biosynthesis of unsaturated fatty acids,0.6241181534430997,1.068905416822746,4.041353e-01,1.000000e+00,1.000000e+00,19/32,29.42%,Acot3;Acaa1b;Scd3;Acot1;Scd1;Elovl7;Acot2;Scd2;Acot4;Acaa1a;Elovl5;Acox1;Hacd3;Acot5;Tecr;Scp2;Acot7;Elovl6;Elovl2
prerank,KEGG_2019_Mouse__Spliceosome,-0.5059155431194987,-1.0677140494178778,3.173996e-01,1.000000e+00,1.000000e+00,80/130,27.83%,Gm8994;Lsm2;Magohb;Ppil1;Ppih;Snrpf;Snrpb2;Hspa1b;Txnl4a;Snrpa1;Sf3a2;Hnrnpa1;Alyref;Snrpc;Snrpg;Lsm3;Prpf3;Prpf38b;Sf3b3;Rbm17;Dhx38;Ncbp1;Hspa8;Sf3a3;Tcerg1;Snrpa;Snrpe;Usp39;Srsf4;Snrnp40;Hspa1l;Sart1;Isy1;Prpf38a;Prpf4;Hnrnpc;Rbm8a;Ccdc12;Rbmxl1;Magoh;Ncbp2;Hnrnpu;Rbm25;Prpf31;Lsm8;Lsm5;Dhx8;Sf3b4;Hnrnpm;Srsf9;Cdc5l;Snrpd1;Snrpb;Phf5a;Ddx46;U2af2;Lsm7;Srsf7;Srsf10;Acin1;Cdc40;Srsf6;Sf3a1;Sf3b6;Sf3b1;Thoc3;Ppie;Eif4a3;Pcbp1;Cherp;Bud31;Snrpd3;Dhx15;Tra2b;Snrpd2;Lsm4;Snrnp200;Hnrnpa3;Plrg1;Prpf18
prerank,KEGG_2019_Mouse__Malaria,-0.5871456326896116,-1.067647451247416,3.680000e-01,1.000000e+00,1.000000e+00,25/47,14.64%,Klra4;Hbb-bs;Hbb-bt;Hba-a2;Hba-a1;Sdc1;Gypa;Cd40;Itgal;Ifng;Met;Ccl2;Il10;Thbs4;Gypc;Cd36;Il1b;Tlr9;Tgfb1;Cd40lg;Myd88;Tlr4;Ccl12;Thbs1;Tgfb3
prerank,KEGG_2019_Mouse__Ras signaling pathway,-0.47623052587067055,-1.066373610319824,3.069307e-01,1.000000e+00,1.000000e+00,14/230,7.72%,Gngt1;Calm4;Pla2g4f;Fgf6;Pla2g4d;Pla2g2f;Ngf;Ntrk1;Pla2g4c;Pla2g2e;Fasl;Flt3;Efna4;Met
prerank,KEGG_2019_Mouse__Taste transduction,-0.5285612720842541,-1.0619132346707718,3.300781e-01,1.000000e+00,1.000000e+00,7/87,5.45%,Htr3b;Scnn1g;Tas2r116;Tas2r113;Tas2r131;Htr1d;Tas2r135
prerank,KEGG_2019_Mouse__Central carbon metabolism in cancer,-0.5562946429406309,-1.0603552882545855,3.361345e-01,1.000000e+00,1.000000e+00,17/64,17.25%,G6pd2;Ntrk1;Flt3;Met;Pdgfra;Slc1a5;Trp53;Gls2;Pik3cd;Gck;Hk3;Myc;Kit;Akt1;Nras;Fgfr1;Erbb2
prerank,KEGG_2019_Mouse__Human cytomegalovirus infection,-0.4628071901093479,-1.0595848374550043,2.670350e-01,1.000000e+00,1.000000e+00,69/245,16.58%,Gngt1;Calm4;Ccr1l1;Ccl5;Ptger2;H2-M2;H2-M5;Fasl;Cdkn2a;H2-Q7;Creb3l3;E2f1;Tap1;H2-T22;Ccl2;H2-K1;Eif4ebp1;Ptger4;H2-Q4;Gm11127;B2m;H2-D1;Casp3;Cdk6;Ccr3;Ccr1;H2-Q6;Pdgfra;Ccr5;Rac2;Cxcr4;Ccnd1;Cgas;Bak1;Bid;H2-T23;Il1b;Trp53;Gng2;Itgb3;Il10ra;Tapbp;Gngt2;Mapk11;Pik3cd;Tmem173;H2-M3;Casp8;Myc;Gnb4;Adcy7;Nfatc4;E2f2;Ccl12;Gng3;Cdkn1a;Cdk4;Nfatc2;Calr;Akap13;Nfkbia;Ripk1;Tap2;Nfkb1;Traf2;E2f3;Akt1;Il6ra;H2-Q10
prerank,KEGG_2019_Mouse__Huntington disease,0.47719224967877655,1.0565331751337157,2.953157e-01,1.000000e+00,1.000000e+00,100/183,31.28%,Cox8c;Ucp1;Cox8b;Cox6b2;Cox7a1;Creb3l4;Dnah14;Grin1;Creb3l1;Dnaic2;Cox7b2;Dnali1;Cyct;Cox6a2;Dnaic1;Dnah1;Dnah9;Grin2b;Dnah3;Ppargc1a;Dnah7a;Plcb4;Ndufa11;Dnal1;Dnah5;Ndufv3;Ap2a1;Slc25a4;Ift57;Dnah12;Dnah7b;Cox6a1;Cox8a;Cox6c;Ndufa5;Dnah11;Ndufs5;Ndufa1;Grm5;Uqcr10;Ndufb2;Sod1;Itpr1;Dnah2;Ndufa4;Hap1;Sdha;Ndufb11;Uqcr11;Ndufb6;Ndufc1;Ndufb9;Dnah10;Atp5g1;Creb5;Dnal4;Ndufv2;Ndufs1;Casp9;Plcb1;Sdhc;Ndufs6;Ndufs3;Cox7a2;Ndufc2;Ndufa12;Ndufb7;Ndufb4;Cyc1;Polr2l;Ndufv1;Ndufb10;Ndufa7;Atp5g3;Uqcrc1;Cox4i1;Ppif;Ndufa2;Cox7c;Vdac1;Uqcrc2;Atp5a1;Sod2;Cox5b;Ndufb3;Ndufs7;Dctn2;Atp5b;Uqcrb;Ndufa13;Cox7b;Dnah6;Ndufa6;Atp5o;Ndufa3;Cltb;Ndufab1;Uqcrq;Ndufa10;Atp5j
prerank,KEGG_2019_Mouse__Insulin secretion,0.5200050201161217,1.0558191312145129,3.253968e-01,1.000000e+00,1.000000e+00,43/86,26.18%,Gcg;Kcnmb2;Slc2a2;Kcnmb3;Ins2;Cckar;Abcc8;Chrm3;Adcy1;Atp1a4;Creb3l4;Ryr2;Rapgef4;Camk2a;Kcnj11;Creb3l1;Atp1b1;Adcy5;Prkcg;Kcnn1;Adcy8;Camk2b;Cacna1d;Kcnmb1;Plcb4;Adcy2;Kcnma1;Adcy3;Camk2g;Kcnn3;Snap25;Atp1a3;Itpr3;Pclo;Atp1a1;Rab3a;Prkca;Creb5;Kcnmb4;Adcyap1r1;Atp1a2;Vamp2;Plcb1
prerank,KEGG_2019_Mouse__NF-kappa B signaling pathway,-0.5128311853969898,-1.0491610522995807,3.549061e-01,1.000000e+00,1.000000e+00,44/97,18.74%,Lta;Bcl2a1d;Card11;Cd40;Lck;Traf1;Nfkb2;Ccl19;Tnfsf11;Ltb;Lat;Zap70;Pidd1;Bcl2a1c;Relb;Map3k14;Birc3;Il1b;Bcl2a1a;Bcl2a1b;Lyn;Cd40lg;Myd88;Tlr4;Syk;Malt1;Parp1;Nfkbia;Ripk1;Ly96;Nfkb1;Tnfrsf11a;Traf2;Cd14;Irak4;Ddx58;Ube2i;Tradd;Plcg2;Trim25;Ikbkb;Traf3;Ltbr;Blnk
prerank,KEGG_2019_Mouse__Prolactin signaling pathway,-0.5260244232315593,-1.046380479447681,3.483366e-01,1.000000e+00,1.000000e+00,13/72,12.84%,Prl;Cga;Socs1;Irf1;Tnfsf11;Stat1;Ccnd1;Ccnd2;Esr1;Mapk11;Pik3cd;Cish;Gck
prerank,KEGG_2019_Mouse__Arachidonic acid metabolism,-0.5252357962135243,-1.0446502692038349,3.569980e-01,1.000000e+00,1.000000e+00,8/86,6.76%,Pla2g4f;Pla2g4d;Cyp2c23;Pla2g2f;Cyp2c65;Cyp4f18;Pla2g4c;Pla2g2e
prerank,KEGG_2019_Mouse__Prostate cancer,0.5114873820033099,1.0444660520715805,3.563941e-01,1.000000e+00,1.000000e+00,2/97,1.45%,Srd5a2;Mmp3
prerank,KEGG_2019_Mouse__Mismatch repair,-0.6539349509062511,-1.0432844755912414,5.000000e-01,1.000000e+00,1.000000e+00,14/22,22.72%,Exo1;Rfc5;Pold1;Rfc4;Rfc3;Lig1;Msh6;Pold4;Rpa3;Rpa2;Msh2;Pold2;Pcna;Rfc2
prerank,KEGG_2019_Mouse__Th17 cell differentiation,-0.5114725629434572,-1.041223706638197,3.811395e-01,1.000000e+00,1.000000e+00,48/101,16.70%,Il17f;Il21;Foxp3;H2-Eb1;H2-Aa;H2-Ab1;Il2rb;Cd4;Il2rg;Il2ra;Il23a;Il12rb1;Tbx21;Ifng;Il23r;H2-DMb2;Cd3d;Lck;Cd247;Cd3g;Cd3e;Stat1;Nfkbie;Ahr;Lat;Zap70;H2-DMa;H2-DMb1;Il27ra;Il1b;Mapk11;Jak3;Tgfb1;Runx1;Ifngr1;Il4ra;Irf4;Nfatc2;H2-Oa;H2-Ob;Hsp90ab1;Nfkbia;Ifngr2;Rara;Nfkb1;Il6ra;Tyk2;Tgfbr1
prerank,KEGG_2019_Mouse__Dopaminergic synapse,-0.48566060931516786,-1.0398458253312524,3.616601e-01,1.000000e+00,1.000000e+00,3/131,1.87%,Gngt1;Calm4;Drd3
prerank,KEGG_2019_Mouse__Toll-like receptor signaling pathway,-0.5042667062510623,-1.0381318987460422,3.680982e-01,1.000000e+00,1.000000e+00,32/98,16.70%,Cxcl9;Il12b;Ccl5;Cxcl10;Spp1;Cd40;Ikbke;Tlr8;Irf7;Stat1;Tlr1;Tlr5;Il1b;Mapk11;Pik3cd;Irf5;Tlr9;Casp8;Tlr7;Myd88;Tlr4;Cd80;Cd86;Map2k3;Nfkbia;Map3k8;Ripk1;Ly96;Nfkb1;Akt1;Cd14;Irak4
prerank,KEGG_2019_Mouse__T cell receptor signaling pathway,-0.5090391673291269,-1.0371990955766017,3.770161e-01,1.000000e+00,1.000000e+00,47/101,19.96%,Ctla4;Icos;Cd4;Card11;Ifng;Itk;Cd3d;Lck;Cd247;Grap2;Cd3g;Cd3e;Cd28;Il10;Cd8b1;Nfkbie;Cd8a;Lat;Zap70;Ptpn6;Map3k14;Ptprc;Mapk11;Pik3cd;Lcp2;Cd40lg;Vav1;Pdcd1;Malt1;Cdk4;Nfatc2;Rasgrp1;Pak3;Nfkbia;Map3k8;Nfkb1;Akt1;Cblb;Nras;Tec;Ikbkb;Vav2;Nfatc1;Grb2;Bcl10;Mapk14;Fyn
prerank,KEGG_2019_Mouse__Epstein-Barr virus infection,-0.46591588242388193,-1.0363478209744736,3.517787e-01,1.000000e+00,1.000000e+00,86/216,16.70%,H2-Eb1;Ccne1;H2-Aa;Ccna2;H2-Ab1;Cxcl10;Oas3;H2-M2;Runx3;Oas1g;Ccna1;H2-M5;Cd40;Itgal;Cd44;H2-Q7;H2-DMb2;Cd3d;E2f1;Cd247;Tap1;Cd3g;Ikbke;Cd3e;Nfkb2;Isg15;Irf7;H2-T22;H2-K1;Stat1;Nfkbie;Oas1a;H2-Q4;Gm11127;B2m;H2-D1;Casp3;Cdk6;H2-Q6;Ccnd1;Vim;H2-DMa;Skp2;Bak1;Bid;H2-DMb1;Relb;H2-T23;Sap30;Map3k14;Bcl2l11;Trp53;Ccnd2;Tapbp;Mapk11;Pik3cd;Jak3;Lyn;H2-M3;Casp8;Myd88;Myc;Apaf1;E2f2;Entpd1;Oas2;Syk;Rbpj;Map2k3;Cdkn1a;Cdk4;Ccne2;Calr;Stat2;H2-Oa;H2-Ob;Nfkbia;Ripk1;Tap2;Nfkb1;Traf2;E2f3;Akt1;H2-Q10;Tyk2;Irak4
prerank,KEGG_2019_Mouse__Caffeine metabolism,0.7052393895090324,1.0331881182864104,4.746377e-01,1.000000e+00,1.000000e+00,4/6,25.48%,Uox;Xdh;Nat1;Nat3
prerank,KEGG_2019_Mouse__Glycosaminoglycan degradation,0.6246904089955447,1.0314892658268024,4.841121e-01,1.000000e+00,1.000000e+00,2/21,0.85%,Hpse2;Hyal6
prerank,KEGG_2019_Mouse__Oxytocin signaling pathway,-0.47411339922793005,-1.029424285720337,3.515152e-01,1.000000e+00,1.000000e+00,5/153,5.82%,Calm4;Pla2g4f;Pla2g4d;Mylk2;Pla2g4c
prerank,KEGG_2019_Mouse__Apoptosis,-0.47957132290807425,-1.0257986298801753,3.975410e-01,1.000000e+00,1.000000e+00,53/141,18.03%,Ngf;Birc5;Ntrk1;Spta1;Gzmb;Prf1;Bcl2a1d;Fasl;Ctsw;Tubal3;Traf1;Lmnb1;Csf2rb2;Casp3;Ctss;Csf2rb;Pidd1;Capn1;Il3ra;Bcl2a1c;Bak1;Bid;Map3k14;Ctsc;Birc3;Bcl2l11;Pmaip1;Bcl2a1a;Bcl2a1b;Trp53;Bok;Daxx;Pik3cd;Ctsh;Casp8;Apaf1;Actb;Casp2;Casp6;Parp1;Nfkbia;Eif2s1;Ripk1;Nfkb1;Traf2;Akt1;Nras;Ctsz;Tradd;Tuba1c;Casp12;Ikbkb;Bax
prerank,KEGG_2019_Mouse__beta-Alanine metabolism,0.5885845338632926,1.0159593081034004,4.808853e-01,1.000000e+00,1.000000e+00,10/32,15.61%,Aldh3b3;Cndp1;Aldh1a3;Dpyd;Gadl1;Aldh6a1;Ehhadh;Carns1;Aldh2;Upb1
prerank,KEGG_2019_Mouse__Circadian rhythm,0.5765654390842854,1.0144733607845788,4.446602e-01,1.000000e+00,1.000000e+00,20/30,35.69%,Prkag3;Rorc;Prkaa2;Per2;Nr1d1;Per3;Npas2;Cry2;Bhlhe41;Rora;Bhlhe40;Fbxl3;Clock;Cry1;Skp1a;Prkag1;Rorb;Prkab2;Btrc;Prkaa1
prerank,KEGG_2019_Mouse__Glycerophospholipid metabolism,-0.4952478226826148,-1.0129427159698512,3.996024e-01,1.000000e+00,1.000000e+00,7/95,7.12%,Pla2g4f;Pla2g4d;Pla2g2f;Chat;Pla2g4c;Pla2g2e;Phospho1
prerank,KEGG_2019_Mouse__Glioma,-0.506861991967805,-1.012001028008068,3.878788e-01,1.000000e+00,1.000000e+00,17/75,16.75%,Calm4;Cdkn2a;E2f1;Cdk6;Pdgfra;Ccnd1;Bak1;Trp53;Pik3cd;E2f2;Cdkn1a;Cdk4;Shc1;Camk1g;E2f3;Akt1;Nras
prerank,KEGG_2019_Mouse__cGMP-PKG signaling pathway,-0.4589320617324588,-1.0099741747184607,4.156863e-01,1.000000e+00,1.000000e+00,10/170,8.17%,Gata4;Calm4;Nppb;Prkg2;Mylk2;Oprd1;Slc25a31;Atp1b4;Creb3l3;Atp2a1
prerank,KEGG_2019_Mouse__Human immunodeficiency virus 1 infection,-0.4477319393474532,-1.0089053927332494,4.112903e-01,1.000000e+00,1.000000e+00,65/228,16.75%,Gngt1;Calm4;Ccnb1;Cdc25c;Ccnb2;H2-M2;Cd4;Cdk1;H2-M5;Chek1;Fasl;Ap1s3;H2-Q7;Cd3d;Cd247;Tap1;Cd3g;Cd3e;Apobec3;H2-T22;H2-K1;H2-Q4;Gm11127;Wee1;B2m;H2-D1;Samhd1;Casp3;H2-Q6;Ccr5;Rac2;Cxcr4;Cgas;Bak1;Bid;H2-T23;Tnfrsf1b;Gng2;Tapbp;Gngt2;Mapk11;Bst2;Pik3cd;Tmem173;H2-M3;Casp8;Myd88;Gnb4;Nfatc4;Tlr4;Gng3;Ap1s1;Map2k3;Nfatc2;Calr;Pak3;Nfkbia;Ripk1;Tap2;Nfkb1;Traf2;Akt1;H2-Q10;Irak4;Nras
prerank,KEGG_2019_Mouse__Arginine and proline metabolism,0.536122656842071,1.003309295846495,4.263261e-01,1.000000e+00,1.000000e+00,14/49,14.76%,Agmat;Cndp1;Ckmt2;Ckmt1;Dao;Nos1;Hoga1;Sat2;Maob;P4ha2;Amd1;Azin2;Carns1;Aldh2
prerank,KEGG_2019_Mouse__Viral carcinogenesis,-0.44594029926616885,-1.0014804336743532,4.011407e-01,1.000000e+00,1.000000e+00,84/219,18.68%,Ccr4;Ccne1;Ccna2;Hist1h2bk;Scin;H2-M2;Cdk1;Ccna1;H2-M5;Chek1;Cdc20;Hist1h2bh;Hist1h2bm;Cdkn2a;Hist1h4n;H2-Q7;Creb3l3;Ccr8;Hist1h4b;Traf1;Hist1h2bj;C3;Nfkb2;Irf7;Hist1h2br;H2-T22;H2-K1;Hist1h2bn;H2-Q4;Gm11127;H2-D1;Casp3;Cdk6;Ccr3;Hist1h4a;Hist1h4f;Hist1h2bg;H2-Q6;Hist1h4m;Ccr5;Hist1h2bb;Ccnd1;Skp2;Bak1;H2-T23;Pmaip1;Trp53;Ccnd2;Rbl1;Hist1h2bp;Hist1h2bf;Pik3cd;Jak3;Lyn;H2-M3;Hist4h4;Actn1;Hist1h2bl;Casp8;Rel;Syk;Rbpj;Cdkn1a;Cdk4;Ccne2;Nfkbia;Hist2h2bb;Kat2a;Nfkb1;Srf;Traf2;H2-Q10;Snd1;Nras;Mapkapk2;Tradd;Ywhah;Bax;Gtf2h4;Sp100;Hist1h4d;Hist1h4c;Traf3;Ltbr
prerank,KEGG_2019_Mouse__Ether lipid metabolism,-0.549384404316181,-1.0011350224969482,4.407115e-01,1.000000e+00,1.000000e+00,5/45,6.76%,Pla2g4f;Pla2g4d;Pla2g2f;Pla2g4c;Pla2g2e
prerank,KEGG_2019_Mouse__p53 signaling pathway,-0.5156142858065059,-1.0006819917157597,4.377510e-01,1.000000e+00,1.000000e+00,25/71,16.45%,Ccnb1;Ccne1;Ccnb2;Rrm2;Cdk1;Chek1;Cdkn2a;Gtse1;Casp3;Cdk6;Pidd1;Ccnd1;Bid;Pmaip1;Trp53;Ccnd2;Casp8;Apaf1;Thbs1;Cdkn1a;Cdk4;Ccne2;Shisa5;Sesn2;Ccng2
prerank,KEGG_2019_Mouse__Vascular smooth muscle contraction,-0.4753112768096092,-0.9978837132819081,4.595142e-01,1.000000e+00,1.000000e+00,7/138,4.38%,Calm4;Nppb;Pla2g4f;Pla2g4d;Pla2g2f;Avp;Mylk2
prerank,KEGG_2019_Mouse__Base excision repair,-0.5838301456074317,-0.9952800213764388,4.895397e-01,1.000000e+00,1.000000e+00,18/33,22.05%,Pole;Pole2;Neil3;Ung;Fen1;Pold1;Lig1;Apex1;Parp1;Pold4;Poll;Xrcc1;Tdg;Pold2;Parp3;Pcna;Apex2;Pole3
prerank,KEGG_2019_Mouse__Cardiac muscle contraction,0.49721941937620756,0.9908588025054706,4.422701e-01,1.000000e+00,1.000000e+00,48/74,29.69%,Cox8c;Cox8b;Cox6b2;Cox7a1;Atp1a4;Cacna2d3;Myh7;Myl4;Ryr2;Cacnb4;Cacng5;Cox7b2;Atp1b1;Cox6a2;Cacng2;Cacna1d;Cacna2d2;Myl2;Tpm2;Atp1a3;Cox6a1;Cox8a;Cox6c;Uqcr10;Cacng7;Atp1a1;Cacng3;Slc9a6;Uqcr11;Cacnb2;Atp1a2;Cacnb1;Cox7a2;Myh6;Cyc1;Fxyd2;Uqcrc1;Cacna2d1;Cox4i1;Atp1b2;Atp2a2;Cox7c;Cacng8;Uqcrc2;Cox5b;Cacng4;Uqcrb;Cox7b
prerank,KEGG_2019_Mouse__RNA degradation,-0.49998133406861867,-0.990546451934437,4.343629e-01,1.000000e+00,1.000000e+00,1/81,0.35%,Pabpc6
prerank,KEGG_2019_Mouse__Influenza A,-0.4489145679883256,-0.9870840231618445,4.680412e-01,1.000000e+00,1.000000e+00,55/165,16.70%,1810009J06Rik;Gm10334;Nxf3;Il12b;Ccl5;Prss2;H2-Eb1;Ciita;H2-Aa;H2-Ab1;Cxcl10;Oas3;Tmprss4;Oas1g;Fasl;Ifng;H2-DMb2;Ikbke;Kpna2;Irf7;Casp1;Ccl2;Stat1;Oas1a;Nxf2;H2-DMa;H2-DMb1;Rnasel;Il1b;Pycard;Mapk11;Pik3cd;Pml;Rsad2;Tlr7;Myd88;Ifngr1;Socs3;Cpsf4;Tlr4;Ccl12;Oas2;Actb;Map2k3;Stat2;H2-Oa;H2-Ob;Nfkbia;Ifngr2;Eif2s1;Nfkb1;Hspa1b;Akt1;Tyk2;Irak4
prerank,KEGG_2019_Mouse__Pentose phosphate pathway,-0.5748828787548349,-0.9814582883084835,5.191147e-01,1.000000e+00,1.000000e+00,1/32,1.32%,G6pd2
prerank,KEGG_2019_Mouse__Bacterial invasion of epithelial cells,-0.4991886518484776,-0.9756626279324165,4.775828e-01,1.000000e+00,1.000000e+00,20/74,18.07%,Sept12;Met;Itga5;Sept6;Hcls1;Pik3cd;Arpc1b;Fn1;Sept9;Arhgap10;Actb;Was;Arpc3;Shc1;Wasf2;Sept11;Sept3;Arpc2;Itgb1;Arpc4
prerank,KEGG_2019_Mouse__Measles,-0.45407456462974066,-0.9735073311864435,4.765625e-01,1.000000e+00,1.000000e+00,57/142,18.64%,Il12b;Ccne1;Oas3;Il2rb;Oas1g;Il2rg;Il2ra;Fasl;Cd3d;Cd3g;Ikbke;Cd3e;Cd28;Irf7;Stat1;Oas1a;Casp3;Cdk6;Ccnd1;Bak1;Bid;Il1b;Trp53;Ccnd2;Cd209c;Pik3cd;Jak3;Tlr9;Fcgr2b;Casp8;Tlr7;Myd88;Msn;Apaf1;Tlr4;Oas2;Cdk4;Ccne2;Stat2;Nfkbia;Rack1;Eif2s1;Slamf1;Nfkb1;Hspa1b;Akt1;Cblb;Tyk2;Irak4;Ddx58;Tradd;Ifih1;Ikbkb;Bax;Tlr2;Hspa8;Traf3
prerank,KEGG_2019_Mouse__Arginine biosynthesis,0.6124471720024115,0.9729623005031319,5.452830e-01,1.000000e+00,1.000000e+00,1/19,1.97%,Cps1
prerank,KEGG_2019_Mouse__Collecting duct acid secretion,-0.5974631307122312,-0.9723349834931581,5.464602e-01,1.000000e+00,1.000000e+00,2/27,2.00%,Atp6v1b1;Atp6v1g3
prerank,KEGG_2019_Mouse__Transcriptional misregulation in cancer,-0.4422825708628256,-0.967599089724146,5.183044e-01,1.000000e+00,1.000000e+00,54/179,15.24%,Hist1h3h;Hmga2;Hoxa10;Hoxa9;Ntrk1;Gzmb;Il2rb;Ccna1;Bcl2a1d;Hist1h3b;Hist1h3c;Il1r2;Flt3;Cd40;Hist1h3f;Runx2;Hist1h3g;Ptcra;Pax7;Six4;Met;Hist1h3d;Traf1;Pparg;Itgb7;Nupr1;Cdkn2c;Hist1h3e;Hist1h3i;Six1;Bcl2a1c;Bak1;Csf1r;Birc3;Bcl2a1a;Bcl2a1b;Trp53;Spi1;Ccnd2;Fcgr1;Cebpb;Pml;Hist2h3b;Runx1;Myc;Bcl11b;Cd86;Nsd2;Rel;Hist1h3a;Nr4a3;Cdkn1a;Cebpa;Etv6
prerank,KEGG_2019_Mouse__Retinol metabolism,-0.48382743794667643,-0.9672930393834948,5.088757e-01,1.000000e+00,1.000000e+00,8/91,5.94%,Ugt1a9;Cyp2c23;Cyp26c1;Cyp2a4;Cyp2c65;Adh7;Ugt1a2;Rdh1
prerank,KEGG_2019_Mouse__Sphingolipid signaling pathway,-0.4519839212749646,-0.9639590014298134,5.177866e-01,1.000000e+00,1.000000e+00,14/122,12.42%,Acer1;9130409I23Rik;Oprd1;S1pr2;Ms4a2;Fcer1a;Cers6;Fcer1g;Sphk1;Rac2;Bid;Trp53;Mapk11;Pik3cd
prerank,KEGG_2019_Mouse__Circadian entrainment,-0.46690454376215806,-0.9607800573014169,5.000000e-01,1.000000e+00,1.000000e+00,3/98,4.09%,Gngt1;Calm4;Prkg2
prerank,KEGG_2019_Mouse__Citrate cycle (TCA cycle),0.5490016733780178,0.9604456464559141,5.417476e-01,1.000000e+00,1.000000e+00,24/32,40.09%,Ogdhl;Idh3a;Pcx;Sucla2;Mdh1;Sdha;Suclg1;Pdhb;Aco2;Sdhc;Ogdh;Idh2;Dlat;Mdh2;Idh3g;Idh1;Dld;Pdha1;Fh1;Suclg2;Cs;Sdhd;Idh3b;Sdhb
prerank,KEGG_2019_Mouse__mTOR signaling pathway,-0.4441364079685868,-0.9604128032499604,5.402062e-01,1.000000e+00,1.000000e+00,3/154,2.69%,Atp6v1b1;Atp6v1g3;Wnt1
prerank,KEGG_2019_Mouse__Galactose metabolism,-0.5637559756414865,-0.9602158274054969,5.235174e-01,1.000000e+00,1.000000e+00,3/32,6.64%,Sis;G6pc;Akr1b8
prerank,KEGG_2019_Mouse__Ascorbate and aldarate metabolism,0.5645315265419625,0.9596244181594328,5.442308e-01,1.000000e+00,1.000000e+00,2/27,2.32%,Gulo;Ugt1a1
prerank,KEGG_2019_Mouse__Graft-versus-host disease,-0.5110234737926761,-0.9560236420130453,5.105566e-01,1.000000e+00,1.000000e+00,28/54,11.76%,Klra7;Klra3;H2-Eb1;H2-Aa;H2-Ab1;Klrd1;Gzmb;Klra1;Klra9;H2-M2;Klrc1;Prf1;H2-M5;Fasl;Ifng;H2-Q7;H2-DMb2;Cd28;H2-T22;H2-K1;H2-Q4;Gm11127;H2-D1;H2-Q6;H2-DMa;H2-DMb1;H2-T23;Il1b
prerank,KEGG_2019_Mouse__B cell receptor signaling pathway,-0.4894842771142229,-0.9495713438725469,5.362319e-01,1.000000e+00,1.000000e+00,29/70,19.37%,Cd72;Card11;Ifitm1;Nfkbie;Rac2;Pirb;Ptpn6;Cd79b;Pik3ap1;Pik3cd;Lyn;Fcgr2b;Inpp5d;Vav1;Syk;Malt1;Dapp1;Nfatc2;Nfkbia;Nfkb1;Akt1;Nras;Plcg2;Ikbkb;Blnk;Vav2;Nfatc1;Grb2;Bcl10
prerank,KEGG_2019_Mouse__Autoimmune thyroid disease,-0.48689049943075957,-0.9485790158895467,5.245580e-01,1.000000e+00,1.000000e+00,25/67,11.41%,Cga;Ctla4;H2-Eb1;H2-Aa;H2-Ab1;Gzmb;H2-M2;Prf1;H2-M5;Fasl;Cd40;H2-Q7;H2-DMb2;Cd28;Tg;H2-T22;H2-K1;Il10;H2-Q4;Gm11127;H2-D1;H2-Q6;H2-DMa;H2-DMb1;H2-T23
prerank,KEGG_2019_Mouse__Neuroactive ligand-receptor interaction,0.3995602920066897,0.9483277135321097,6.403326e-01,1.000000e+00,1.000000e+00,86/348,12.97%,Galr3;Tacr3;Edn2;Prlhr;Prlh;Gcg;Nmur2;Glp2r;2210010C04Rik;Gabrr3;Gnrhr;Sstr5;Nmur1;Gabrp;Ghsr;Agtr2;Bdkrb2;Gabra6;Htr4;Crhr2;Trhr2;Ctsg;Pmch;Nmbr;Galr2;Vip;Gabrq;Trhr;Agtr1b;Pth2;Mc3r;Chrm2;Htr2c;Chrna9;Prlr;Htr5a;Chrna4;Drd4;Htr1b;Cckar;Chrm5;Mc4r;Rln1;Htr2b;Gpr50;Oprm1;Sstr3;Grm2;Npb;Gabra5;Adra2c;Htr1f;Glra3;Mchr1;Chrm3;Hrh3;Grm8;Hcrtr2;Chrna3;Tshr;Ptgdr;Npy2r;Lhb;Adra2b;P2ry1;Chrm1;Grm7;Gabrr2;Chrnb4;Gria4;Gipr;P2rx5;Oprl1;Calca;Rxfp2;Sstr1;Grin2a;Grin1;Adm;Gabrd;Gria3;Grik3;Adra1a;Edn1;Gabrb2;Chrm4
